r,n,s,S,c
3066879,23,13,22,1165771
3067423,24,13,23,582989
3067551,22,11,21,259117
3067647,23,13,22,1166063
3067935,24,14,23,1749259
3068015,23,13,22,1166203
3068463,22,13,21,2332747
3068703,22,12,21,777643
3069167,24,14,23,1749961
3069311,22,12,21,777797
3069647,22,13,21,2333647
3069887,22,12,21,777943
3069919,23,13,22,1166927
3070159,24,12,23,194503
3070399,23,13,22,1167109
3071103,22,11,21,259417
3071535,23,13,22,1167541
3071807,22,13,21,2335289
3072127,24,13,23,583883
3072159,24,13,23,583889
3072223,22,12,21,778535
3072239,22,11,21,259513
3072447,22,13,21,2335775
3072831,22,10,21,86521
3072895,24,13,23,584029
3073023,22,13,21,2336213
3073151,23,10,22,43265
3073439,24,14,23,1752397
3073583,24,14,23,1752479
3073791,22,13,21,2336797
3074255,23,12,22,389525
3074607,22,8,21,9619
3075007,24,14,23,1753291
3075519,24,14,23,1753583
3076143,24,14,23,1753939
3076543,22,13,21,2338889
3076655,24,14,23,1754231
3077311,24,14,23,1754605
3077503,22,12,21,779873
3077839,22,13,21,2339875
3077887,24,14,23,1754933
3078079,22,12,21,780019
3078367,24,12,23,195023
3078399,24,12,23,195025
3078767,24,13,23,585145
3078911,22,13,21,2340689
3079279,22,12,21,780323
3079359,23,13,22,1170515
3079647,24,14,23,1755937
3079727,23,13,22,1170655
3080223,24,14,23,1756265
3080239,22,13,21,2341699
3080943,23,13,22,1171117
3081455,22,13,21,2342623
3081631,22,12,21,780919
3082303,24,13,23,585817
3082447,23,12,22,390563
3083375,22,12,21,781361
3083711,23,11,22,130241
3083759,22,13,21,2344375
3083775,22,13,21,2344387
3083967,22,12,21,781511
3083983,24,14,23,1758409
3084543,22,12,21,781657
3084735,22,13,21,2345117
3084831,24,14,23,1758893
3084927,24,14,23,1758947
3085039,24,13,23,586337
3086031,24,14,23,1759577
3086383,23,13,22,1173185
3086895,22,10,21,86917
3087087,22,13,21,2346905
3087615,23,13,22,1173653
3087775,24,12,23,195619
3087855,22,13,21,2347489
3087999,23,13,22,1173799
3088895,22,13,21,2348279
3090287,23,13,22,1174669
3090335,24,14,23,1762031
3090911,24,13,23,587453
3091183,22,13,21,2350019
3091199,22,13,21,2350031
3091567,22,12,21,783437
3091615,22,12,21,783449
3091647,24,13,23,587593
3091711,24,13,23,587605
3091775,22,13,21,2350469
3091951,22,13,21,2350603
3091967,24,14,23,1762961
3092175,22,11,21,261197
3092671,24,14,23,1763363
3092783,24,13,23,587809
3092975,22,13,21,2351381
3093023,23,12,22,391903
3093103,22,13,21,2351479
3093151,22,13,21,2351515
3093375,22,12,21,783895
3094271,23,11,22,130687
3094495,22,10,21,87131
3095007,23,13,22,1176463
3095023,23,13,22,1176469
3095871,22,13,21,2353583
3096639,22,13,21,2354167
3097071,22,13,21,2354495
3097471,22,12,21,784933
3097759,23,12,22,392503
3098095,23,13,22,1177637
3098239,24,14,23,1766537
3098479,23,13,22,1177783
3098687,24,13,23,588931
3099119,24,13,23,589013
3099375,22,13,21,2356247
3099631,24,14,23,1767331
3100143,24,14,23,1767623
3100447,23,13,22,1178531
3100575,22,13,21,2357159
3100831,24,14,23,1768015
3100911,24,14,23,1768061
3100991,22,12,21,785825
3101087,24,13,23,589387
3101151,22,13,21,2357597
3101311,24,14,23,1768289
3101343,22,13,21,2357743
3101375,22,13,21,2357767
3101567,22,12,21,785971
3102079,24,14,23,1768727
3102367,22,13,21,2358521
3102783,23,13,22,1179419
3103167,24,14,23,1769347
3103215,23,13,22,1179583
3103615,23,12,22,393245
3103679,24,14,23,1769639
3104063,22,13,21,2359811
3104287,22,13,21,2359981
3104303,24,14,23,1769995
3104415,23,13,22,1180039
3104447,24,14,23,1770077
3104671,22,13,21,2360273
3104815,24,14,23,1770287
3105247,22,13,21,2360711
3105263,22,13,21,2360723
3105279,24,14,23,1770551
3105471,22,13,21,2360881
3105951,23,12,22,393541
3106287,23,13,22,1180751
3106303,24,14,23,1771135
3107055,22,13,21,2362085
3107135,23,12,22,393691
3107455,22,12,21,787463
3107487,23,13,22,1181207
3107519,23,13,22,1181219
3108975,22,13,21,2363545
3109087,24,14,23,1772723
3109103,23,13,22,1181821
3109503,23,12,22,393991
3110111,22,13,21,2364409
3110431,24,13,23,591163
3110943,24,14,23,1773781
3110975,23,13,22,1182533
3111023,23,13,22,1182551
3111295,22,13,21,2365309
3112127,22,12,21,788647
3112431,24,9,23,7303
3112863,22,13,21,2366501
3112991,23,12,22,394433
3113023,24,14,23,1774967
3113439,22,13,21,2366939
3114367,24,13,23,591911
3114543,23,13,22,1183889
3114879,24,14,23,1776025
3115135,24,13,23,592057
3115327,23,12,22,394729
3115647,22,12,21,789539
3115711,23,13,22,1184333
3116223,22,12,21,789685
3116527,23,11,22,131627
3116543,23,12,22,394883
3116591,22,13,21,2369335
3117167,22,13,21,2369773
3117215,22,13,21,2369809
3117439,22,7,21,3251
3117759,22,13,21,2370223
3118127,22,13,21,2370503
3118303,22,13,21,2370637
3118527,24,14,23,1778105
3118639,24,13,23,592723
3119359,22,13,21,2371439
3119551,22,13,21,2371585
3119903,22,13,21,2371853
3120063,24,14,23,1778981
3120319,22,12,21,790723
3120383,24,14,23,1779163
3120639,24,12,23,197701
3120671,22,13,21,2372437
3120831,24,14,23,1779419
3121199,23,12,22,395473
3121263,24,14,23,1779665
3121279,22,13,21,2372899
3121599,23,13,22,1186571
3121903,22,13,21,2373373
3121919,24,14,23,1780039
3122175,24,13,23,593395
3122687,22,12,21,791323
3123055,24,14,23,1780687
3123071,22,13,21,2374261
3123263,22,10,21,87941
3123455,22,13,21,2374553
3123647,22,13,21,2374699
3123999,22,13,21,2374967
3124255,24,14,23,1781371
3124783,22,13,21,2375563
3125279,24,12,23,197995
3126207,22,12,21,792215
3126239,23,13,22,1188335
3126303,23,13,22,1188359
3126495,22,13,21,2376865
3126687,23,13,22,1188505
3126735,22,12,21,792349
3126783,22,12,21,792361
3126815,24,13,23,594277
3127503,22,13,21,2377631
3127551,22,13,21,2377667
3128047,24,13,23,594511
3128383,24,13,23,594575
3128559,24,14,23,1783825
3128703,22,13,21,2378543
3128735,22,13,21,2378567
3128815,24,11,23,66073
3129023,23,13,22,1189393
3129039,24,14,23,1784099
3129151,24,13,23,594721
3129215,24,13,23,594733
3129391,23,12,22,396511
3129407,23,10,22,44057
3129471,22,13,21,2379127
3129791,23,13,22,1189685
3130095,22,13,21,2379601
3130271,22,11,21,264415
3130815,24,13,23,595037
3130831,22,12,21,793387
3131007,23,13,22,1190147
3131807,24,14,23,1785677
3131839,24,14,23,1785695
3132191,22,13,21,2381195
3132447,22,13,21,2381389
3132671,22,12,21,793853
3132831,22,13,21,2381681
3132863,22,13,21,2381705
3133119,24,13,23,595475
3133647,23,13,22,1191151
3133695,23,13,22,1191169
3134207,22,13,21,2382727
3134655,24,12,23,198589
3134975,22,12,21,794437
3135343,22,13,21,2383591
3135535,22,12,21,794579
3135967,22,13,21,2384065
3135999,22,13,21,2384089
3136191,22,9,21,29435
3136255,24,13,23,596071
3136623,24,13,23,596141
3136751,22,12,21,794887
3136815,23,13,22,1192355
3136927,22,13,21,2384795
3137231,23,13,22,1192513
3138047,23,13,22,1192823
3138287,22,13,21,2385829
3138815,23,12,22,397705
3138879,22,13,21,2386279
3139023,22,12,21,795463
3139199,23,13,22,1193261
3140287,22,11,21,265261
3140303,23,13,22,1193681
3140351,23,13,22,1193699
3140767,23,13,22,1193857
3140863,22,12,21,795929
3141151,24,14,23,1791005
3141887,23,13,22,1194283
3142175,22,13,21,2388785
3142383,24,14,23,1791707
3142767,22,13,21,2389235
3142815,22,13,21,2389271
3142959,22,13,21,2389381
3143119,24,14,23,1792127
3143295,24,13,23,597409
3143423,22,13,21,2389733
3143535,22,13,21,2389819
3143791,22,10,21,88519
3143807,24,14,23,1792519
3144063,24,11,23,66395
3144159,22,13,21,2390293
3144319,24,14,23,1792811
3144383,22,11,21,265607
3144431,24,13,23,597625
3144575,22,13,21,2390609
3144687,24,14,23,1793021
3144863,24,13,23,597707
3145455,24,14,23,1793459
3145887,24,14,23,1793705
3146175,24,14,23,1793869
3146687,24,14,23,1794161
3146751,22,11,21,265807
3147071,22,13,21,2392507
3147391,23,13,22,1196375
3147679,24,14,23,1794727
3147887,22,11,21,265903
3147903,22,12,21,797713
3148191,24,14,23,1795019
3148543,23,13,22,1196813
3149007,22,12,21,797993
3149343,23,11,22,133013
3149599,22,12,21,798143
3149679,23,13,22,1197245
3149727,23,13,22,1197263
3150143,23,13,22,1197421
3150239,22,12,21,798305
3150367,22,13,21,2395013
3151007,22,13,21,2395499
3151071,24,10,23,22181
3151391,22,10,21,88733
3151407,22,12,21,798601
3152191,22,13,21,2396399
3152351,22,13,21,2396521
3152575,22,11,21,266299
3152767,22,13,21,2396837
3153567,22,13,21,2397445
3153727,22,12,21,799189
3154047,23,12,22,399635
3154239,24,13,23,599489
3154335,22,12,21,799343
3154415,23,13,22,1199045
3154559,22,13,21,2398199
3155263,22,13,21,2398735
3155695,22,13,21,2399063
3156127,22,11,21,266599
3156207,24,13,23,599863
3156415,23,12,22,399935
3156607,24,13,23,599939
3156687,24,14,23,1799863
3156863,24,14,23,1799963
3157199,22,12,21,800069
3157663,22,13,21,2400559
3157919,23,13,22,1200377
3157951,23,13,22,1200389
3158255,22,13,21,2401009
3158655,22,13,21,2401313
3159599,22,12,21,800677
3160191,22,12,21,800827
3160383,22,13,21,2402627
3160703,23,13,22,1201435
3161791,24,14,23,1802773
3161839,23,13,22,1201867
3162047,24,13,23,600973
3162095,22,13,21,2403929
3162271,23,11,22,133559
3162351,22,13,21,2404123
3162527,22,12,21,801419
3163071,24,14,23,1803503
3163103,22,12,21,801565
3163615,24,13,23,601271
3164063,22,13,21,2405425
3164607,23,12,22,400973
3164639,24,14,23,1804397
3165311,22,13,21,2406373
3165679,22,13,21,2406653
3166063,24,14,23,1805209
3166143,23,13,22,1203503
3166431,24,14,23,1805419
3166847,22,13,21,2407541
3166975,23,12,22,401273
3167007,22,13,21,2407663
3167279,23,13,22,1203935
3167359,23,13,22,1203965
3167711,24,14,23,1806149
3168191,22,13,21,2408563
3168463,23,13,22,1204385
3168879,23,13,22,1204543
3169023,22,12,21,803065
3169247,23,12,22,401561
3169407,22,13,21,2409487
3169759,22,13,21,2409755
3170335,22,13,21,2410193
3170351,22,13,21,2410205
3170943,24,14,23,1807991
3171135,24,14,23,1808101
3171359,22,12,21,803657
3171711,22,13,21,2411239
3172223,24,12,23,200969
3172479,24,14,23,1808867
3172559,24,13,23,602971
3173103,22,11,21,268033
3173119,22,12,21,804103
3173311,22,13,21,2412455
3173887,22,13,21,2412893
3174303,24,14,23,1809907
3174335,23,13,22,1206617
3174447,22,13,21,2413319
3174703,23,13,22,1206757
3175023,22,13,21,2413757
3175199,22,13,21,2413891
3175455,22,12,21,804695
3175903,23,13,22,1207213
3176063,22,11,21,268283
3176655,23,13,22,1207499
3176927,24,10,23,22363
3177167,22,12,21,805129
3177215,22,12,21,805141
3177471,24,14,23,1811713
3177535,22,13,21,2415667
3177775,22,12,21,805283
3177791,22,11,21,268429
3177855,23,13,22,1207955
3177919,23,13,22,1207979
3177983,24,14,23,1812005
3178175,22,13,21,2416153
3178367,22,12,21,805433
3178543,22,13,21,2416433
3178719,24,14,23,1812425
3179263,24,12,23,201415
3179487,24,14,23,1812863
3179759,22,13,21,2417357
3179839,23,10,22,44767
3179935,22,13,21,2417491
3180031,24,13,23,604391
3180543,22,13,21,2417953
3181055,23,12,22,403057
3181167,24,13,23,604607
3181599,24,12,23,201563
3181727,22,13,21,2418853
3181807,23,13,22,1209457
3181823,23,13,22,1209463
3182191,24,14,23,1814405
3182799,22,13,21,2419669
3182815,22,13,21,2419681
3183087,22,12,21,806629
3183103,22,12,21,806633
3183263,22,13,21,2420021
3183311,23,12,22,403343
3183391,22,13,21,2420119
3184079,23,13,22,1210321
3184639,22,13,21,2421067
3185599,22,13,21,2421797
3185727,22,13,21,2421895
3185775,22,13,21,2421931
3185791,24,14,23,1816457
3185967,22,12,21,807359
3186047,23,13,22,1211069
3186367,22,13,21,2422381
3186383,22,13,21,2422393
3187167,22,11,21,269221
3187183,22,12,21,807667
3187391,22,13,21,2423159
3187759,22,8,21,9973
3187951,22,13,21,2423585
3188127,22,13,21,2423719
3189407,24,13,23,606173
3189439,24,13,23,606179
3189631,23,13,22,1212431
3190015,23,13,22,1212577
3190223,22,13,21,2425313
3190431,24,14,23,1819103
3190479,22,13,21,2425507
3190527,22,13,21,2425543
3190719,24,14,23,1819267
3190895,22,13,21,2425823
3190991,22,13,21,2425897
3191103,22,13,21,2425981
3191199,24,14,23,1819541
3191279,22,12,21,808705
3191295,22,12,21,808709
3191679,22,13,21,2426419
3191919,23,13,22,1213301
3192111,24,12,23,202229
3192511,24,13,23,606763
3192575,24,13,23,606775
3192767,23,9,22,14983
3192831,24,14,23,1820471
3192879,24,13,23,606833
3193855,22,13,21,2428073
3193967,24,14,23,1821119
3194015,22,13,21,2428195
3194815,22,11,21,269867
3195551,22,13,21,2429363
3195775,22,13,21,2429533
3195903,23,13,22,1214815
3197135,22,9,21,30007
3197423,23,12,22,405131
3198751,24,13,23,607949
3198911,22,10,21,90071
3199391,23,13,22,1216141
3199471,24,14,23,1824257
3199871,22,13,21,2432647
3200047,22,10,21,90103
3200111,23,13,22,1216415
3200127,24,14,23,1824631
3200159,23,13,22,1216433
3200959,23,11,22,135193
3201231,22,11,21,270409
3201775,24,14,23,1825571
3202175,24,14,23,1825799
3202207,22,13,21,2434423
3203311,24,14,23,1826447
3203391,22,13,21,2435323
3203967,22,13,21,2435761
3204063,23,13,22,1217917
3204479,23,12,22,406025
3204511,24,14,23,1827131
3205247,23,13,22,1218367
3205279,23,13,22,1218379
3205327,22,11,21,270755
3205375,22,10,21,90253
3205583,23,12,22,406165
3205615,23,12,22,406169
3205919,22,11,21,270805
3206127,22,13,21,2437403
3206703,22,13,21,2437841
3206815,23,12,22,406321
3206895,22,13,21,2437987
3207583,23,13,22,1219255
3207967,23,10,22,45163
3208159,24,13,23,609737
3209151,23,11,22,135539
3209439,24,14,23,1829941
3209471,22,11,21,271105
3209535,23,13,22,1219997
3209839,22,13,21,2440225
3210303,23,12,22,406763
3210431,22,13,21,2440675
3210623,22,12,21,813607
3210991,22,13,21,2441101
3211295,24,13,23,610333
3211503,23,12,22,406915
3211583,22,13,21,2441551
3212159,22,13,21,2441989
3212255,23,13,22,1221031
3212271,23,13,22,1221037
3212703,23,11,22,135689
3213183,22,13,21,2442767
3213375,24,14,23,1832185
3213519,22,11,21,271447
3213727,22,13,21,2443181
3213775,23,12,22,407203
3214143,22,12,21,814499
3214463,24,12,23,203645
3214527,22,13,21,2443789
3214655,24,14,23,1832915
3214751,22,10,21,90517
3214831,24,13,23,611005
3215055,24,14,23,1833143
3215087,24,14,23,1833161
3215359,22,12,21,814807
3215391,23,13,22,1222223
3215999,24,13,23,611227
3216511,22,12,21,815099
3216767,24,12,23,203791
3217279,22,13,21,2445881
3217407,23,12,22,407663
3217535,24,13,23,611519
3217855,24,14,23,1834739
3218031,22,13,21,2446453
3218127,23,13,22,1223263
3218399,22,13,21,2446733
3218415,22,13,21,2446745
3218543,23,12,22,407807
3218623,22,13,21,2446903
3218847,22,11,21,271897
3218927,23,13,22,1223567
3218943,23,13,22,1223573
3218991,22,13,21,2447183
3219183,22,13,21,2447329
3219439,24,13,23,611881
3219679,23,12,22,407951
3220223,22,13,21,2448119
3220511,23,13,22,1224169
3220607,22,12,21,816137
3220959,22,13,21,2448679
3220991,22,13,21,2448703
3221375,22,13,21,2448995
3222559,22,13,21,2449895
3222719,22,13,21,2450017
3222783,24,14,23,1837549
3223855,22,13,21,2450881
3223999,23,13,22,1225495
3224031,24,14,23,1838261
3224175,24,13,23,612781
3224607,24,13,23,612863
3224687,22,12,21,817171
3224767,23,13,22,1225787
3225039,22,13,21,2451781
3225055,22,13,21,2451793
3225087,22,13,21,2451817
3225455,22,13,21,2452097
3225631,22,13,21,2452231
3225823,22,12,21,817459
3226223,22,13,21,2452681
3226319,23,13,22,1226377
3226591,22,13,21,2452961
3226655,22,13,21,2453009
3227071,22,12,21,817775
3227519,23,13,22,1226833
3228207,22,12,21,818063
3228415,22,13,21,2454347
3228479,24,12,23,204533
3228607,22,13,21,2454493
3228799,22,12,21,818213
3229135,22,13,21,2454895
3229183,22,13,21,2454931
3229567,24,14,23,1841417
3230319,22,13,21,2455795
3230655,23,13,22,1228025
3230751,22,13,21,2456123
3230911,22,13,21,2456245
3231023,23,13,22,1228165
3231439,23,12,22,409441
3232255,23,13,22,1228633
3232415,24,13,23,614347
3232463,22,13,21,2457425
3232639,23,11,22,136531
3232703,24,14,23,1843205
3232927,22,12,21,819259
3233231,22,13,21,2458009
3233247,22,13,21,2458021
3233327,24,14,23,1843561
3233823,22,13,21,2458459
3234303,22,13,21,2458823
3234351,24,12,23,204905
3234687,22,11,21,273235
3234751,24,13,23,614791
3235055,22,13,21,2459395
3235119,24,13,23,614861
3235711,23,13,22,1229947
3235951,24,13,23,615019
3236543,23,13,22,1230263
3237375,24,14,23,1845869
3237583,22,12,21,820439
3237743,22,13,21,2461439
3237999,22,13,21,2461633
3238511,22,13,21,2462023
3238559,22,13,21,2462059
3238591,22,13,21,2462083
3238943,24,14,23,1846763
3239631,23,12,22,410479
3239663,23,12,22,410483
3239967,22,9,21,30409
3240047,23,13,22,1231595
3240447,23,13,22,1231747
3240655,22,13,21,2463653
3240959,22,13,21,2463883
3241263,22,13,21,2464115
3241503,24,14,23,1848223
3241631,23,13,22,1232197
3242015,24,14,23,1848515
3242303,22,12,21,821635
3242367,23,13,22,1232477
3242687,22,13,21,2465197
3242783,24,14,23,1848953
3242815,24,14,23,1848971
3243247,22,13,21,2465623
3243759,24,12,23,205501
3244063,22,11,21,274027
3244335,23,8,22,5075
3244527,24,13,23,616649
3244655,22,8,21,10151
3244671,22,12,21,822235
3244703,23,13,22,1233365
3245055,22,13,21,2466997
3245215,22,12,21,822373
3245551,24,14,23,1850531
3245615,22,13,21,2467423
3245727,24,13,23,616877
3245983,22,13,21,2467703
3246207,22,13,21,2467873
3246319,23,13,22,1233979
3247567,24,13,23,617227
3247663,24,13,23,617245
3247855,23,12,22,411521
3248159,22,11,21,274373
3248767,22,12,21,823273
3249343,22,9,21,30497
3249407,23,13,22,1235153
3249455,22,13,21,2470343
3249663,24,9,23,7625
3249711,22,13,21,2470537
3249823,23,13,22,1235311
3250335,22,13,21,2471011
3250623,23,13,22,1235615
3250671,22,13,21,2471267
3250799,24,10,23,22883
3250943,24,14,23,1853605
3251391,23,11,22,137323
3251711,22,11,21,274673
3251871,22,13,21,2472179
3252031,22,13,21,2472301
3252127,23,13,22,1236187
3252671,22,13,21,2472787
3252863,22,12,21,824311
3252895,23,13,22,1236479
3253711,23,9,22,15269
3253727,23,12,22,412265
3253759,23,11,22,137423
3253807,22,13,21,2473651
3253999,22,12,21,824599
3254431,22,13,21,2474125
3254511,23,13,22,1237093
3254591,22,12,21,824749
3254911,23,12,22,412415
3255615,24,14,23,1856269
3255919,22,13,21,2475257
3255967,22,13,21,2475293
3256351,22,11,21,275065
3256559,22,13,21,2475743
3256735,22,13,21,2475877
3256943,22,10,21,91705
3257311,22,13,21,2476315
3257535,22,11,21,275165
3257807,24,11,23,68797
3257903,22,13,21,2476765
3258815,23,13,22,1238729
3259007,24,12,23,206467
3259039,24,8,23,2549
3259119,24,14,23,1858267
3259199,24,14,23,1858313
3259631,24,14,23,1858559
3260223,22,13,21,2478529
3260287,24,14,23,1858933
3260543,24,13,23,619693
3260639,22,13,21,2478845
3260655,22,13,21,2478857
3260863,22,13,21,2479015
3261375,24,12,23,206617
3261423,24,14,23,1859581
3261599,24,14,23,1859681
3261823,22,13,21,2479745
3261855,22,13,21,2479769
3261903,23,11,22,137767
3261919,23,12,22,413303
3261999,22,13,21,2479879
3262191,22,12,21,826675
3262463,22,13,21,2480231
3262591,22,13,21,2480329
3262879,24,13,23,620137
3262911,24,13,23,620143
3263167,24,14,23,1860575
3263423,22,12,21,826987
3263471,23,13,22,1240499
3263615,22,13,21,2481107
3264047,24,13,23,620359
3264159,22,13,21,2481521
3264735,22,13,21,2481959
3264991,24,14,23,1861615
3265071,24,14,23,1861661
3265183,22,10,21,91937
3265279,24,13,23,620593
3265727,22,11,21,275857
3265791,24,14,23,1862071
3265919,22,13,21,2482859
3266047,24,11,23,68971
3266415,24,13,23,620809
3267007,23,13,22,1241843
3267327,22,13,21,2483929
3267519,22,12,21,828025
3267711,22,13,21,2484221
3267823,23,11,22,138017
3268063,22,12,21,828163
3268079,22,12,21,828167
3268143,23,13,22,1242275
3268223,23,13,22,1242305
3268287,22,13,21,2484659
3268415,22,13,21,2484757
3268655,22,12,21,828313
3268831,22,13,21,2485073
3268847,22,13,21,2485085
3269055,22,13,21,2485243
3270095,23,11,22,138113
3270271,22,13,21,2486167
3270719,24,12,23,207209
3270975,24,14,23,1865027
3271327,23,10,22,46055
3271375,22,13,21,2487007
3271423,22,13,21,2487043
3271615,22,12,21,829063
3272751,22,12,21,829351
3273151,22,13,21,2488357
3273343,24,14,23,1866377
3273663,23,12,22,414791
3273855,24,13,23,622223
3274111,22,13,21,2489087
3274367,22,13,21,2489281
3274431,23,13,22,1244665
3274447,24,14,23,1867007
3274879,24,14,23,1867253
3275263,23,13,22,1244981
3275519,22,13,21,2490157
3275759,24,13,23,622585
3275887,22,13,21,2490437
3276223,24,13,23,622673
3276255,22,12,21,830239
3276335,23,13,22,1245389
3276479,24,14,23,1868165
3276783,24,14,23,1868339
3276863,22,12,21,830393
3277247,24,14,23,1868603
3278847,24,14,23,1869515
3279615,22,13,21,2493271
3279983,22,13,21,2493551
3280031,22,13,21,2493587
3280127,24,12,23,207805
