r,n,s,S,c
8797351,24,14,23,5016025
8800999,24,14,23,5018105
8804679,24,13,23,1673401
8805479,24,12,23,557851
8806247,24,13,23,1673699
8806727,24,14,23,5021371
8807271,24,14,23,5021681
8808039,24,14,23,5022119
8808519,24,13,23,1674131
8809287,24,13,23,1674277
8816103,24,14,23,5026717
8819527,24,11,23,186247
8822119,24,14,23,5030147
8823143,24,14,23,5030731
8824999,24,13,23,1677263
8826023,24,14,23,5032373
8828135,24,13,23,1677859
8828647,24,14,23,5033869
8834151,24,14,23,5037007
8835399,24,14,23,5037719
8836711,24,13,23,1679489
8837479,24,13,23,1679635
8841895,24,14,23,5041423
8842151,24,13,23,1680523
8842983,24,12,23,560227
8843751,24,13,23,1680827
8844519,24,13,23,1680973
8848231,24,14,23,5045035
8849511,24,14,23,5045765
8850279,24,14,23,5046203
8850759,24,13,23,1682159
8851527,24,13,23,1682305
8854183,24,14,23,5048429
8856295,24,13,23,1683211
8858855,24,14,23,5051093
8863591,24,14,23,5053793
8865895,24,14,23,5055107
8866631,24,14,23,5055527
8866663,24,14,23,5055545
8868007,24,13,23,1685437
8874215,24,13,23,1686617
8878407,24,14,23,5062241
8878951,24,13,23,1687517
8879463,24,14,23,5062843
8880487,24,12,23,562603
8884903,24,14,23,5065945
8885415,24,14,23,5066237
8896679,24,14,23,5072659
8899239,24,12,23,563791
8907079,24,13,23,1692863
8907623,24,14,23,5078899
8907879,24,13,23,1693015
8921927,24,13,23,1695685
8921959,24,13,23,1695691
8922727,24,12,23,565279
8924487,24,14,23,5088515
8927143,24,14,23,5090029
8935271,24,13,23,1698221
8935751,24,14,23,5094937
8936551,24,14,23,5095393
8946407,24,14,23,5101013
8949607,24,14,23,5102837
8951143,24,14,23,5103713
8954023,24,13,23,1701785
8957095,24,13,23,1702369
8959207,24,14,23,5108311
8959719,24,14,23,5108603
8964423,24,14,23,5111285
8965223,24,14,23,5111741
8966471,24,13,23,1704151
8967527,24,14,23,5113055
8969383,24,14,23,5114113
8973223,24,14,23,5116303
8974055,24,14,23,5116777
8978759,24,14,23,5119459
8980071,24,14,23,5120207
8980583,24,13,23,1706833
8985255,24,13,23,1707721
8999079,24,14,23,5131045
9000103,24,12,23,570181
9000871,24,13,23,1710689
9008455,24,14,23,5136391
9008999,24,14,23,5136701
9011271,24,14,23,5137997
9015975,24,14,23,5140679
9016551,24,12,23,571223
9022311,24,14,23,5144291
9024871,24,14,23,5145751
9025127,24,13,23,1715299
9026151,24,14,23,5146481
9030375,24,14,23,5148889
9030567,24,12,23,572111
9042535,24,14,23,5155823
9043111,24,13,23,1718717
9044711,24,12,23,573007
9051495,24,14,23,5160931
9051751,24,9,23,21239
9052007,24,14,23,5161223
9052487,24,13,23,1720499
9052999,24,14,23,5161789
9054279,24,14,23,5162519
9056423,24,12,23,573749
9058215,24,14,23,5164763
9058983,24,14,23,5165201
9062631,24,13,23,1722427
9065799,24,12,23,574343
9065831,24,12,23,574345
9067623,24,14,23,5170127
9068135,24,11,23,191497
9068391,24,14,23,5170565
9070503,24,9,23,21283
9070663,24,14,23,5171861
9082983,24,13,23,1726295
9083751,24,13,23,1726441
9086887,24,11,23,191893
9087143,24,14,23,5181257
9095495,24,13,23,1728673
9095527,24,13,23,1728679
9096007,24,14,23,5186311
9098855,24,14,23,5187935
9099879,24,14,23,5188519
9100455,24,14,23,5188847
9105127,24,14,23,5191511
9105895,24,14,23,5191949
9109831,24,14,23,5194193
9112903,24,14,23,5195945
9113767,24,14,23,5196437
9125223,24,13,23,1734323
9125991,24,13,23,1734469
9128007,24,14,23,5204557
9136359,24,14,23,5209319
9139303,24,13,23,1736999
9140071,24,13,23,1737145
9141095,24,14,23,5212019
9142631,24,14,23,5212895
9144487,24,14,23,5213953
9147623,24,14,23,5215741
9148135,24,14,23,5216033
9152359,24,14,23,5218441
9152615,24,10,23,64427
9156199,24,14,23,5220631
9161383,24,14,23,5223587
9161447,24,14,23,5223623
9161639,24,14,23,5223733
9163239,24,14,23,5224645
9166695,24,12,23,580735
9168231,24,13,23,1742497
9169223,24,14,23,5228057
9172903,24,13,23,1743385
9175783,24,14,23,5231797
9176807,24,13,23,1744127
9182567,24,14,23,5235665
9184327,24,14,23,5236669
9184615,24,13,23,1745611
9184871,24,14,23,5236979
9187495,24,14,23,5238475
9193703,24,14,23,5242015
9196359,24,13,23,1747843
9196391,24,13,23,1747849
9196871,24,14,23,5243821
9196903,24,14,23,5243839
9201831,24,12,23,582961
9203623,24,14,23,5247671
9204391,24,14,23,5248109
9204967,24,13,23,1749479
9211207,24,12,23,583555
9211975,24,13,23,1750811
9212743,24,13,23,1750957
9215143,24,13,23,1751413
9218983,24,13,23,1752143
9220583,24,12,23,584149
9224519,24,13,23,1753195
9225063,24,14,23,5259895
9225831,24,14,23,5260333
9226087,24,13,23,1753493
9226599,24,14,23,5260771
9227079,24,14,23,5261045
9242439,24,13,23,1756601
9245863,24,14,23,5271755
9246631,24,14,23,5272193
9255271,24,14,23,5277119
9256551,24,13,23,1759283
9257063,24,14,23,5278141
9261735,24,14,23,5280805
9262247,24,14,23,5281097
9262823,24,12,23,586825
9263015,24,14,23,5281535
9275303,24,13,23,1762847
9278695,24,14,23,5290475
9283431,24,14,23,5293175
9283943,24,12,23,588163
9288359,24,14,23,5295985
9290983,24,10,23,65401
9292711,24,14,23,5298467
9297255,24,13,23,1767019
9297767,24,14,23,5301349
9299303,24,14,23,5302225
9303975,24,14,23,5304889
9304807,24,14,23,5305363
9305255,24,14,23,5305619
9306855,24,14,23,5306531
9314407,24,12,23,590093
9314631,24,14,23,5310965
9318567,24,14,23,5313209
9320167,24,14,23,5314121
9324007,24,14,23,5316311
9327431,24,14,23,5318263
9327463,24,14,23,5318281
9327719,24,13,23,1772809
9327943,24,14,23,5318555
9327975,24,14,23,5318573
9328743,24,14,23,5319011
9334695,24,13,23,1774135
9342279,24,14,23,5326729
9345127,24,14,23,5328353
9349863,24,14,23,5331053
9356903,24,14,23,5335067
9365223,24,13,23,1779937
9370471,24,14,23,5342803
9376935,24,13,23,1782163
9384775,24,12,23,594551
9384807,24,12,23,594553
9386343,24,13,23,1783951
9387367,24,14,23,5352437
9391847,24,9,23,22037
9398599,24,14,23,5358841
9401447,24,14,23,5360465
9402471,24,14,23,5361049
9403559,24,12,23,595741
9408231,24,11,23,198679
9412935,24,12,23,596335
9418663,24,14,23,5370281
9419431,24,14,23,5370719
9424103,24,14,23,5373383
9428839,24,14,23,5376083
9430855,24,13,23,1792411
9435879,24,14,23,5380097
9438695,24,12,23,597967
9438951,24,14,23,5381849
9445479,24,14,23,5385571
9447591,24,14,23,5386775
9456743,24,13,23,1797331
9456999,24,14,23,5392139
9458791,24,14,23,5393161
9461351,24,13,23,1798207
9463975,24,14,23,5396117
9466343,24,14,23,5397467
9467111,24,14,23,5397905
9471591,24,11,23,200017
9471847,24,14,23,5400605
9473351,24,14,23,5401463
9474119,24,14,23,5401901
9476263,24,12,23,600347
9480103,24,13,23,1801771
9481127,24,14,23,5405897
9482727,24,14,23,5406809
9485671,24,12,23,600943
9487463,24,14,23,5409509
9488231,24,14,23,5409947
9495015,24,12,23,601535
9496295,24,14,23,5414545
9501543,24,14,23,5417537
9502823,24,13,23,1806089
9504583,24,14,23,5419271
9514343,24,14,23,5424835
9515847,24,14,23,5425693
9516359,24,14,23,5425985
9518695,24,14,23,5427317
9519271,24,13,23,1809215
9524967,24,14,23,5430893
9529671,24,14,23,5433575
9529703,24,14,23,5433593
9530471,24,14,23,5434031
9531463,24,14,23,5434597
9534631,24,14,23,5436403
9537447,24,14,23,5438009
9544007,24,14,23,5441749
9545031,24,13,23,1814111
9546087,24,14,23,5442935
9548967,24,10,23,67217
9554407,24,13,23,1815893
9555175,24,13,23,1816039
9557863,24,14,23,5449649
9559143,24,13,23,1816793
9561927,24,14,23,5451967
9564327,24,14,23,5453335
9565927,24,14,23,5454247
9573191,24,13,23,1819463
9573991,24,13,23,1819615
9576551,24,14,23,5460305
9578663,24,13,23,1820503
9579431,24,12,23,606883
9586535,24,12,23,607333
9587815,24,14,23,5466727
9588071,24,13,23,1822291
9588807,24,12,23,607477
9596647,24,13,23,1823921
9597415,24,13,23,1824067
9600871,24,14,23,5474171
9607335,24,14,23,5477857
9607847,24,14,23,5478149
9611495,24,13,23,1826743
9616487,24,14,23,5483075
9616743,24,14,23,5483221
9618535,24,13,23,1828081
9626087,24,14,23,5488549
9630567,24,14,23,5491103
9630823,24,14,23,5491249
9631047,24,12,23,610153
9636007,24,14,23,5494205
9639143,24,14,23,5495993
9644903,24,14,23,5499277
9645415,24,14,23,5499569
9646919,24,14,23,5500427
9646951,24,14,23,5500445
9654759,24,14,23,5504897
9659207,24,10,23,67993
9659239,24,12,23,611939
9660519,24,14,23,5508181
9660775,24,13,23,1836109
9665703,24,14,23,5511137
9673031,24,14,23,5515315
9675079,24,14,23,5516483
9681063,24,13,23,1839965
9681639,24,14,23,5520223
9688391,24,14,23,5524073
9692231,24,14,23,5526263
9696999,24,14,23,5528981
9699815,24,13,23,1843529
9700839,24,14,23,5531171
9704551,24,13,23,1844429
9705063,24,14,23,5533579
9710503,24,14,23,5536681
9717607,24,14,23,5540731
9717863,24,12,23,615653
9718087,24,14,23,5541005
9718631,24,13,23,1847105
9733447,24,13,23,1849921
9736359,24,14,23,5551423
9737383,24,13,23,1850669
9738407,24,14,23,5552591
9738983,24,12,23,616991
9742567,24,14,23,5554963
9742823,24,13,23,1851703
9747559,24,13,23,1852603
9747815,24,14,23,5557955
9748071,24,14,23,5558101
9753255,24,14,23,5561057
9757159,24,14,23,5563283
9760071,24,9,23,22901
9761639,24,13,23,1855279
9761895,24,14,23,5565983
9763175,24,13,23,1855571
9764967,24,14,23,5567735
9766823,24,14,23,5568793
9775975,24,14,23,5574011
9776455,24,11,23,206455
9781415,24,14,23,5577113
9790311,24,14,23,5582185
9792327,24,14,23,5583335
9798375,24,13,23,1862261
9798887,24,14,23,5587075
9801447,24,13,23,1862845
9804103,24,14,23,5590049
9806183,24,13,23,1863745
9806919,24,12,23,621295
9807175,24,14,23,5591801
9811687,24,11,23,207199
9816551,24,14,23,5597147
9817959,24,13,23,1865983
9819495,24,13,23,1866275
9821287,24,14,23,5599847
9824935,24,13,23,1867309
9827559,24,14,23,5603423
9832807,24,10,23,69215
9834567,24,14,23,5607419
9835335,24,14,23,5607857
9841575,24,14,23,5611415
9843431,24,14,23,5612473
9847655,24,13,23,1871627
9848423,24,13,23,1871773
9848679,24,14,23,5615465
9848935,24,14,23,5615611
9850951,24,14,23,5616761
9855719,24,14,23,5619479
9858791,24,14,23,5621231
9863239,24,12,23,624863
9863271,24,12,23,624865
9864519,24,14,23,5624497
9864807,24,13,23,1874887
9867943,24,11,23,208387
9870055,24,14,23,5627653
9873895,24,14,23,5629843
9876583,24,13,23,1877125
9879143,24,14,23,5632835
9893191,24,14,23,5640845
9894503,24,13,23,1880531
9897895,24,14,23,5643527
9899687,24,14,23,5644549
9900775,24,12,23,627241
9914087,24,13,23,1884253
9920359,24,13,23,1885445
9921383,24,14,23,5656919
9922631,24,13,23,1885877
9923399,24,13,23,1886023
9933671,24,10,23,69925
9934151,24,14,23,5664199
9937255,24,14,23,5665969
9939111,24,13,23,1889009
9943207,24,14,23,5669363
9956007,24,14,23,5676661
9957031,24,12,23,630805
9957863,24,13,23,1892573
9958631,24,13,23,1892719
9961959,24,14,23,5680055
9964871,24,13,23,1893905
9965639,24,13,23,1894051
9966695,24,14,23,5682755
9972967,24,14,23,5686331
9977703,24,14,23,5689031
9979495,24,14,23,5690053
9979719,24,13,23,1896727
9980007,24,14,23,5690345
9980775,24,14,23,5690783
9986791,24,13,23,1898071
9994311,24,14,23,5698501
9994343,24,14,23,5698519
9994599,24,12,23,633185
10001127,24,14,23,5702387
10007367,24,14,23,5705945
10007911,24,13,23,1902085
10008935,24,14,23,5706839
10013351,24,12,23,634373
10020711,24,14,23,5713553
10021735,24,14,23,5714137
10022983,24,14,23,5714849
10025319,24,14,23,5716181
10036839,24,12,23,635861
10041255,24,14,23,5725267
10045159,24,14,23,5727493
10049863,24,14,23,5730175
10050663,24,14,23,5730631
10053287,24,7,23,2621
10055847,24,14,23,5733587
10060519,24,14,23,5736251
10064999,24,12,23,637645
10065223,24,14,23,5738933
10065767,24,13,23,1913081
10066791,24,14,23,5739827
10068039,24,13,23,1913513
10069063,24,14,23,5741123
10073319,24,14,23,5743549
10081639,24,14,23,5748293
10082663,24,14,23,5748877
10082919,24,13,23,1916341
10088167,24,14,23,5752015
10098855,24,14,23,5758109
10104039,24,13,23,1920355
10107207,24,12,23,640319
10108775,24,13,23,1921255
10109799,24,14,23,5764349
10110791,24,14,23,5764915
10111047,24,13,23,1921687
10114215,24,12,23,640763
10114983,24,13,23,1922435
10115815,24,13,23,1922593
10117607,24,14,23,5768801
10125383,24,14,23,5773235
10125415,24,14,23,5773253
10125671,24,14,23,5773399
10127527,24,13,23,1924819
10128295,24,9,23,23765
10130663,24,11,23,213935
10136935,24,13,23,1926607
10138983,24,14,23,5780989
10144423,24,14,23,5784091
10144679,24,11,23,214231
10146279,24,13,23,1928383
10156647,24,14,23,5791061
10157223,24,13,23,1930463
10162919,24,14,23,5794637
10166599,24,13,23,1932245
10167111,24,14,23,5797027
10167655,24,14,23,5797337
10167911,24,14,23,5797483
10168423,24,14,23,5797775
10169671,24,13,23,1932829
10170535,24,11,23,214777
10172327,24,14,23,5800001
10179911,24,11,23,214975
10181735,24,14,23,5805365
10182503,24,14,23,5805803
10183015,24,13,23,1935365
10184775,24,14,23,5807099
10188519,24,13,23,1936411
10195783,24,14,23,5813375
10196071,24,14,23,5813539
10197095,24,13,23,1938041
10197863,24,13,23,1938187
10201767,24,13,23,1938929
10202279,24,14,23,5817079
10204903,24,13,23,1939525
10210663,24,14,23,5821859
10211655,24,14,23,5822425
10213991,24,14,23,5823757
10214567,24,14,23,5824085
10219175,24,14,23,5826713
10219239,24,14,23,5826749
10223943,24,14,23,5829431
10225255,24,13,23,1943393
10227015,24,14,23,5831183
10238279,24,14,23,5837605
10239335,24,13,23,1946069
10242119,24,14,23,5839795
10244775,24,13,23,1947103
10245287,24,14,23,5841601
10246887,24,14,23,5842513
10256743,24,14,23,5848133
10258599,24,14,23,5849191
10259623,24,12,23,649975
10261159,24,13,23,1950217
10268007,24,14,23,5854555
10268999,24,12,23,650569
10275495,24,14,23,5858825
10275559,24,14,23,5858861
10277351,24,14,23,5859883
10281831,24,14,23,5862437
10282311,24,13,23,1954237
10283111,24,12,23,651463
10289895,24,14,23,5867035
10291687,24,13,23,1956019
10296679,24,14,23,5870903
10298727,24,13,23,1957357
10298983,24,14,23,5872217
10306791,24,14,23,5876669
10311015,24,14,23,5879077
10311271,24,10,23,72583
10311527,24,14,23,5879369
10315943,24,12,23,653543
10319079,24,13,23,1961225
10319591,24,14,23,5883967
10325095,24,14,23,5887105
10326087,24,13,23,1962557
10326855,24,13,23,1962703
10327143,24,14,23,5888273
10327911,24,14,23,5888711
10330183,24,14,23,5890007
10333095,24,13,23,1963889
10334695,24,12,23,654731
10340199,24,13,23,1965239
10340455,24,14,23,5895863
10340711,24,14,23,5896009
10341191,24,14,23,5896283
10345639,24,13,23,1966273
10348775,24,10,23,72847
10355015,24,13,23,1968055
10358951,24,13,23,1968803
10361575,24,14,23,5907905
10369351,24,14,23,5912339
10370151,24,14,23,5912795
10373287,24,14,23,5914583
10375847,24,14,23,5916043
10376359,24,14,23,5916335
10376935,24,12,23,657407
10377127,24,14,23,5916773
10384743,24,13,23,1973705
10385255,24,14,23,5921407
10385511,24,13,23,1973851
10392039,24,14,23,5925275
10397543,24,14,23,5928413
10398055,24,12,23,658745
10406631,24,13,23,1977865
10411879,24,14,23,5936587
10412135,24,9,23,24431
10413383,24,14,23,5937445
10418087,24,14,23,5940127
10419367,24,14,23,5940857
10420967,24,14,23,5941769
10421479,24,12,23,660229
10422759,24,14,23,5942791
10426215,24,12,23,660529
10427751,24,13,23,1981879
10428519,24,11,23,220225
10428743,24,14,23,5946203
10441543,24,14,23,5953501
10441575,24,14,23,5953519
10442087,24,14,23,5953811
10444391,24,14,23,5955125
10444967,24,12,23,661717
10445159,24,14,23,5955563
10447015,24,14,23,5956621
10455911,24,13,23,1987231
10456167,24,14,23,5961839
10456391,24,14,23,5961967
10459239,24,14,23,5963591
10463143,24,14,23,5965817
10463911,24,14,23,5966255
10465767,24,14,23,5967313
10472263,24,13,23,1990339
10480871,24,13,23,1991975
10484039,24,13,23,1992577
10485831,24,14,23,5978753
10487399,24,14,23,5979647
10498887,24,11,23,221711
10498919,24,12,23,665135
10501479,24,14,23,5987675
10508007,24,14,23,5991397
10514503,24,13,23,1998367
10516583,24,14,23,5996287
10521767,24,14,23,5999243
10523879,24,13,23,2000149
10527591,24,14,23,6002563
10528615,24,13,23,2001049
10529127,24,14,23,6003439
10531143,24,14,23,6004589
10533543,24,14,23,6005957
10537895,24,13,23,2002813
10542951,24,14,23,6011321
10543463,24,12,23,667957
10545255,24,14,23,6012635
10547367,24,13,23,2004613
10552807,24,12,23,668549
10556743,24,13,23,2006395
10556775,24,13,23,2006401
10557287,24,14,23,6019495
10562215,24,12,23,669145
10563751,24,13,23,2007727
10564775,24,14,23,6023765
10565351,24,13,23,2008031
10573127,24,13,23,2009509
10575463,24,13,23,2009953
10576039,24,14,23,6030187
10578087,24,14,23,6031355
10578663,24,12,23,670187
10579879,24,14,23,6032377
10586215,24,14,23,6035989
10586983,24,14,23,6036427
10587463,24,14,23,6036701
10590375,24,11,23,223643
10594215,24,13,23,2013517
10595239,24,14,23,6041135
10596839,24,14,23,6042047
10602343,24,14,23,6045185
10609127,24,11,23,224039
10609383,24,14,23,6049199
10615111,24,14,23,6052465
10615655,24,14,23,6052775
10616935,24,13,23,2017835
10621095,24,14,23,6055877
10622119,24,14,23,6056461
10629991,24,14,23,6060949
10631783,24,13,23,2020657
10633383,24,13,23,2020961
10637223,24,12,23,673897
10639079,24,14,23,6066131
10643783,24,14,23,6068813
10644327,24,12,23,674347
10645575,24,14,23,6069835
10646887,24,14,23,6070583
10648743,24,14,23,6071641
10651367,24,10,23,74977
10657639,24,13,23,2025571
10658119,24,14,23,6076987
10658663,24,14,23,6077297
10659431,24,14,23,6077735
10659911,24,13,23,2026003
10660199,24,14,23,6078173
10664615,24,13,23,2026897
10674535,24,14,23,6086347
10675015,24,14,23,6086621
10678439,24,14,23,6088573
10683623,24,14,23,6091529
10683879,24,14,23,6091675
10687303,24,13,23,2031209
10687815,24,14,23,6093919
10688359,24,14,23,6094229
10693287,24,14,23,6097039
10701927,24,14,23,6101965
10702919,24,12,23,678059
10707111,24,14,23,6104921
10709735,24,14,23,6106417
10716007,24,14,23,6109993
10716999,24,10,23,75439
10717287,24,14,23,6110723
10726631,24,14,23,6116051
10729799,24,14,23,6117857
10730855,24,14,23,6118459
10743015,24,14,23,6125393
10745159,24,12,23,680735
10745191,24,12,23,680737
10746727,24,13,23,2042503
10757607,24,13,23,2044571
10759271,24,12,23,681629
10760263,24,14,23,6135227
10761063,24,14,23,6135683
10762855,24,14,23,6136705
10773351,24,11,23,227507
10774855,24,13,23,2047849
10779815,24,14,23,6146375
10783463,24,13,23,2049485
10784487,24,14,23,6149039
10789191,24,14,23,6151721
10789703,24,12,23,683557
10790983,24,14,23,6152743
10795175,24,13,23,2051711
10800359,24,14,23,6158089
10805607,24,14,23,6161081
10813927,24,13,23,2055275
10814951,24,14,23,6166409
10818663,24,13,23,2056175
10819175,24,14,23,6168817
10821735,24,13,23,2056759
10823847,24,14,23,6171481
10824359,24,14,23,6171773
10824615,24,14,23,6171919
10826471,24,13,23,2057659
10827495,24,14,23,6173561
10831719,24,14,23,6175969
10831975,24,11,23,228745
10833991,24,14,23,6177265
10836647,24,12,23,686531
10840807,24,14,23,6181151
10842599,24,14,23,6182173
10847847,24,14,23,6185165
10848615,24,14,23,6185603
10849095,24,13,23,2061959
10852263,24,13,23,2062561
10856679,24,14,23,6190201
10861927,24,14,23,6193193
10863719,24,14,23,6194215
10874727,24,14,23,6200491
10876007,24,14,23,6201221
10876231,24,14,23,6201349
10876263,24,14,23,6201367
10877287,24,13,23,2067317
10879079,24,14,23,6202973
10882727,24,13,23,2068351
10884327,24,13,23,2068655
10890087,24,14,23,6209249
10890343,24,14,23,6209395
10892103,24,13,23,2070133
10899367,24,14,23,6214541
10906471,24,14,23,6218591
10915559,24,13,23,2074591
10921031,24,12,23,691877
10921063,24,12,23,691879
10933575,24,13,23,2078015
10934375,24,13,23,2078167
10946887,24,12,23,693515
10949479,24,14,23,6243113
10955495,24,13,23,2082181
10955687,24,14,23,6246653
10957543,24,14,23,6247711
10961767,24,13,23,2083373
10962791,24,14,23,6250703
10963303,24,12,23,694555
10965063,24,14,23,6251999
10967719,24,14,23,6253513
10968231,24,14,23,6253805
10977351,24,11,23,231815
10977607,24,14,23,6259151
10978919,24,13,23,2086633
10983335,24,14,23,6262417
10983591,24,13,23,2087521
10984167,24,14,23,6262891
10993255,24,14,23,6268073
10995879,24,14,23,6269569
10999527,24,14,23,6271649
11002343,24,13,23,2091085
11005287,24,14,23,6274933
11005799,24,14,23,6275225
11007079,24,13,23,2091985
11007303,24,14,23,6276083
11007335,24,14,23,6276101
11012007,24,14,23,6278765
11013799,24,14,23,6279787
11014631,24,14,23,6280261
11014887,24,12,23,697823
11019591,24,10,23,77569
11019751,24,14,23,6283181
11020647,24,14,23,6283691
11021159,24,13,23,2094661
11021415,24,14,23,6284129
11028967,24,10,23,77635
11029223,24,14,23,6288581
11040679,24,12,23,699457
11041447,24,13,23,2098517
11045607,24,14,23,6297923
11050343,24,14,23,6300623
11051847,24,14,23,6301481
11052103,24,14,23,6301627
11057319,24,14,23,6304601
11064167,24,12,23,700945
11065447,24,14,23,6309235
11065703,24,13,23,2103127
11067559,24,14,23,6310439
11071143,24,12,23,701387
11076071,24,14,23,6315293
11077479,24,13,23,2105365
11077959,24,14,23,6316369
11080807,24,14,23,6317993
11086567,24,14,23,6321277
11092327,24,9,23,26027
11093607,24,14,23,6325291
11094855,24,14,23,6326003
11098791,24,14,23,6328247
11108455,24,14,23,6333757
11108711,24,11,23,234589
11111079,24,9,23,26071
11111239,24,14,23,6335345
11113639,24,14,23,6336713
11115239,24,14,23,6337625
11121511,24,14,23,6341201
11123559,24,13,23,2114123
11124327,24,13,23,2114269
11125831,24,13,23,2114555
11127463,24,11,23,234985
11136103,24,13,23,2116507
11136359,24,14,23,6349667
11139431,24,14,23,6351419
11143079,24,13,23,2117833
11145959,24,14,23,6355141
11146471,24,14,23,6355433
11150183,24,13,23,2119183
11150951,24,11,23,235481
11151687,24,13,23,2119469
11152711,24,14,23,6358991
11159271,24,14,23,6362731
11166567,24,13,23,2122297
11168583,24,14,23,6368041
11175399,24,14,23,6371927
11179879,24,13,23,2124827
11182151,24,13,23,2125259
11183175,24,14,23,6376361
11183207,24,14,23,6376379
11185319,24,13,23,2125861
11187943,24,14,23,6379079
11193191,24,10,23,78791
11194695,24,13,23,2127643
11195719,24,14,23,6383513
11196775,24,14,23,6384115
11201255,24,14,23,6386669
11202215,24,14,23,6387217
11203303,24,13,23,2129279
11203815,24,14,23,6388129
11208807,24,13,23,2130325
11209031,24,14,23,6391103
11210823,24,14,23,6392125
11213479,24,13,23,2131213
11224903,24,14,23,6400153
11225191,24,13,23,2133439
11225447,24,14,23,6400463
11228327,24,11,23,237115
11239527,24,14,23,6408491
11244199,24,14,23,6411155
11252551,24,13,23,2138639
11255975,24,14,23,6417869
11259559,24,13,23,2139971
11261159,24,12,23,713425
11266407,24,14,23,6423817
11267175,24,14,23,6424255
11277031,24,14,23,6429875
11281255,24,14,23,6432283
11283783,24,13,23,2144575
11286439,24,14,23,6435239
11287207,24,14,23,6435677
11295847,24,14,23,6440603
11297127,24,13,23,2147111
11302823,24,14,23,6444581
11303591,24,14,23,6445019
11308903,24,13,23,2149349
11310183,24,14,23,6448777
11315367,24,14,23,6451733
11315879,24,13,23,2150675
11316391,24,14,23,6452317
11319015,24,13,23,2151271
11323719,24,13,23,2152165
11325767,24,14,23,6457663
11326311,24,14,23,6457973
11327079,24,14,23,6458411
11333287,24,14,23,6461951
11333351,24,14,23,6461987
11334119,24,14,23,6462425
11339367,24,13,23,2155139
11339879,24,14,23,6465709
11344039,24,13,23,2156027
11344551,24,14,23,6468373
11352391,24,14,23,6472843
11360999,24,14,23,6477751
11362791,24,13,23,2159591
11364583,24,14,23,6479795
11367271,24,14,23,6481327
11367751,24,14,23,6481601
11368295,24,13,23,2160637
11369063,24,10,23,80029
11369319,24,14,23,6482495
11370567,24,13,23,2161069
11373735,24,12,23,720557
11375271,24,13,23,2161963
11381863,24,14,23,6489647
11382119,24,14,23,6489793
11382855,24,14,23,6490213
11383111,24,12,23,721151
11385703,24,14,23,6491837
11387975,24,14,23,6493133
11397191,24,10,23,80227
11397223,24,12,23,722045
11397447,24,14,23,6498533
11397479,24,14,23,6498551
11413831,24,14,23,6507875
11417511,24,13,23,2169991
11426919,24,13,23,2171779
11430055,24,11,23,241375
11433703,24,14,23,6519205
11439463,24,12,23,724721
11441255,24,14,23,6523511
11441767,24,12,23,724867
11442023,24,14,23,6523949
11443047,24,14,23,6524533
11444295,24,14,23,6525245
11448807,24,11,23,241771
11454791,24,14,23,6531229
11459239,24,14,23,6533765
11464423,24,13,23,2178907
11465447,24,14,23,6537305
11473063,24,13,23,2180549
11479271,24,12,23,727243
11483463,24,14,23,6547577
11491047,24,11,23,242663
11498343,24,14,23,6556061
11498855,24,13,23,2185451
11499367,24,14,23,6556645
11501159,24,13,23,2185889
11501927,24,13,23,2186035
11504807,24,14,23,6559747
11506919,24,14,23,6560951
11512167,24,11,23,243109
11514183,24,14,23,6565093
11514695,24,14,23,6565385
11519911,24,13,23,2189453
11520679,24,13,23,2189599
11520935,24,14,23,6568943
11521703,24,14,23,6569381
11523303,24,14,23,6570293
11527015,24,13,23,2190803
11527495,24,14,23,6572683
11528295,24,14,23,6573139
11535079,24,14,23,6577007
11535591,24,12,23,730811
11536871,24,14,23,6578029
11543623,24,14,23,6581879
11543911,24,14,23,6582043
11544167,24,13,23,2194063
11546791,24,14,23,6583685
11556167,24,14,23,6589031
11556199,24,14,23,6589049
11559271,24,14,23,6590801
11562151,24,13,23,2197481
11562919,24,13,23,2197627
11563751,24,12,23,732595
11569479,24,14,23,6596621
11570535,24,14,23,6597223
11571527,24,13,23,2199263
11572039,24,14,23,6598081
11578023,24,14,23,6601493
11584359,24,14,23,6605105
11585639,24,13,23,2201945
11589543,24,10,23,81581
11594983,24,13,23,2203721
11598951,24,12,23,734825
11601255,24,12,23,734971
11605159,24,13,23,2205655
11606183,24,14,23,6617549
11613031,24,11,23,245239
11614567,24,13,23,2207443
11618471,24,13,23,2208185
11620007,24,12,23,736159
11621543,24,13,23,2208769
11624935,24,14,23,6628241
11629383,24,12,23,736753
11629671,24,14,23,6630941
11635879,24,14,23,6634481
11637223,24,13,23,2211749
11637991,24,13,23,2211895
11645255,24,14,23,6639827
11652007,24,13,23,2214559
11657063,24,14,23,6646559
11659367,24,14,23,6647873
11666151,24,13,23,2217247
11666663,24,14,23,6652033
11666919,24,11,23,246377
11667175,24,14,23,6652325
11671399,24,14,23,6654733
11671655,24,10,23,82159
11677863,24,13,23,2219473
11679463,24,13,23,2219777
11687239,24,13,23,2221255
11687271,24,13,23,2221261
11690151,24,14,23,6665425
11693991,24,14,23,6667615
11694823,24,14,23,6668089
11695335,24,14,23,6668381
11701095,24,14,23,6671665
11701575,24,14,23,6671939
11701607,24,14,23,6671957
11702343,24,14,23,6672377
11703911,24,14,23,6673271
11714407,24,14,23,6679255
11720871,24,12,23,742549
